episode_index,reward,success,active_strategy,steps,compute_cost,learning_progress,fallback_triggered
0,0.9372513077791046,True,greedy_reward,60,0.08,0.009792794669266485,False
1,1.0345723311824966,True,greedy_reward,60,0.08,1.4817028006995173e-05,False
2,1.0355402850397875,True,greedy_reward,60,0.08,2.038175991499654e-08,False
3,1.0335803124290843,True,greedy_reward,60,0.08,2.8036400978592725e-11,False
4,1.0334145016551313,True,greedy_reward,60,0.08,3.856544713206252e-14,False
5,1.035379145945615,True,greedy_reward,60,0.08,4.625929269271486e-17,False
6,1.0343914959830964,True,greedy_reward,60,0.08,0.0,False
7,1.0324883379408598,True,greedy_reward,60,0.08,0.0,False
8,1.034312773646467,True,greedy_reward,60,0.08,0.0,False
9,1.0317636469248055,True,greedy_reward,60,0.08,0.0,False
10,1.034870138036155,True,greedy_reward,60,0.08,0.0,False
11,1.033304584398025,True,greedy_reward,60,0.08,0.0,False
12,1.0332590836969293,True,greedy_reward,60,0.08,0.0,False
13,1.03612265029934,True,greedy_reward,60,0.08,0.0,False
14,1.0326135109095378,True,greedy_reward,60,0.08,0.0,False
15,1.0330895504547142,True,greedy_reward,60,0.08,0.0,False
16,1.032748300838549,True,greedy_reward,60,0.08,0.0,False
17,1.0347663482427996,True,greedy_reward,60,0.08,0.0,False
18,1.0323040022723597,True,greedy_reward,60,0.08,0.0,False
19,1.0329850587379625,True,greedy_reward,60,0.08,0.0,False
20,1.0328289028206505,True,greedy_reward,60,0.08,0.0,False
21,1.0337116777577404,True,greedy_reward,60,0.08,0.0,False
22,1.033780494337414,True,greedy_reward,60,0.08,0.0,False
23,1.0343471358206948,True,greedy_reward,60,0.08,0.0,False
24,1.035291556500122,True,greedy_reward,60,0.08,0.0,False
25,1.03235874409729,True,greedy_reward,60,0.08,0.0,False
26,1.0356223421736257,True,greedy_reward,60,0.08,0.0,False
27,1.03349702333743,True,greedy_reward,60,0.08,0.0,False
28,1.0328763592385033,True,greedy_reward,60,0.08,0.0,False
29,1.0344847379431503,True,greedy_reward,60,0.08,0.0,False
30,1.0355487764499967,True,greedy_reward,60,0.08,0.0,False
31,1.033981474639946,True,greedy_reward,60,0.08,0.0,False
32,1.0327268518092985,True,greedy_reward,60,0.08,0.0,False
33,1.0326394489749642,True,greedy_reward,60,0.08,0.0,False
34,1.0336830246434987,True,greedy_reward,60,0.08,0.0,False
35,1.0336932444502476,True,greedy_reward,60,0.08,0.0,False
36,1.036218784787034,True,greedy_reward,60,0.08,0.0,False
37,1.033862527064078,True,greedy_reward,60,0.08,0.0,False
38,1.0321390007460354,True,greedy_reward,60,0.08,0.0,False
39,1.0333274325750967,True,greedy_reward,60,0.08,0.0,False
40,1.0328103631026306,True,greedy_reward,60,0.08,0.0,False
41,1.0339436035945835,True,greedy_reward,60,0.08,0.0,False
42,1.0328819214335454,True,greedy_reward,60,0.08,0.0,False
43,1.0342225204034217,True,greedy_reward,60,0.08,0.0,False
