episode_index,reward,success,active_strategy,steps,compute_cost,learning_progress,fallback_triggered
0,0.3372027969049387,False,fixed_high,20,0.07,0.005503056844186176,False
1,0.3954080245514594,False,fixed_high,20,0.07,0.001737976440041214,False
2,0.4154531256726222,False,fixed_high,20,0.07,0.0005488880438023203,False
3,0.42442672550443905,False,fixed_high,20,0.07,0.00017334992447998464,False
4,0.42319596372555346,False,fixed_high,20,0.07,5.474740551652257e-05,False
5,0.42631410795362024,False,fixed_high,20,0.07,1.7290335832464975e-05,False
6,0.42346100554428256,False,fixed_high,20,0.07,5.460637090987097e-06,False
7,0.422952405706907,False,fixed_high,20,0.07,1.7245794256715019e-06,False
8,0.4266481603582105,False,fixed_high,20,0.07,5.446569962236359e-07,False
9,0.4253726289363051,False,fixed_high,20,0.07,1.7201367424612978e-07,False
10,0.4263439398019715,False,fixed_high,20,0.07,5.43253907164809e-08,False
11,0.43019300596109583,False,fixed_high,20,0.07,1.715705503779752e-08,False
12,0.4246601723941394,False,fixed_high,20,0.07,5.418544327118191e-09,False
13,0.42267316884064154,False,fixed_high,20,0.07,1.711285679828478e-09,False
14,0.42369092109603634,False,fixed_high,20,0.07,5.404585612378554e-10,False
15,0.4263503027130387,False,fixed_high,20,0.07,1.7068772784067932e-10,False
16,0.4301530140273481,False,fixed_high,20,0.07,5.3906623609378813e-11,False
17,0.42652845056686645,False,fixed_high,20,0.07,1.7024803788956432e-11,False
18,0.42379072193782114,False,fixed_high,20,0.07,5.376779577126456e-12,False
19,0.4260558710508279,False,fixed_high,20,0.07,1.6980944428368617e-12,False
20,0.4261007908076616,False,fixed_high,20,0.07,5.362932320451819e-13,False
21,0.4247221605656136,False,fixed_high,20,0.07,1.6937007352169075e-13,False
22,0.42431999068946114,False,fixed_high,20,0.07,5.3490545326440043e-14,False
23,0.42666395262645207,False,fixed_high,20,0.07,1.689481887723332e-14,False
24,0.4243722103965776,False,fixed_high,20,0.07,5.331846075762314e-15,False
25,0.42503248060336823,False,fixed_high,20,0.07,1.6875389974302379e-15,False
26,0.43570666913362127,False,fixed_high,20,0.07,0.0003374050442671472,False
27,0.44848107820611416,False,fixed_high,20,0.07,0.00044622495028577845,False
28,0.466515299500709,False,fixed_high,20,0.07,0.0004802426640335533,False
29,0.4770398534914385,False,fixed_high,20,0.07,0.0004904383459392592,False
30,0.49016695003749355,False,fixed_high,20,0.07,0.0004932572191888613,False
31,0.5077042122107323,False,fixed_high,20,0.07,0.0004938611432697082,False
32,0.5218560091433517,False,fixed_high,20,0.07,0.0004938262436208956,False
33,0.5385582583629736,False,fixed_high,20,0.07,0.0004936202504698922,False
34,0.5528284157510597,False,fixed_high,20,0.07,0.0004933776478535656,False
35,0.5682870295636459,False,fixed_high,20,0.07,0.0004931355004764243,False
36,0.5853590983393333,False,fixed_high,20,0.07,0.0004929032165462866,False
37,0.6018186806986581,False,fixed_high,20,0.07,0.0004926826124079187,False
38,0.6205199275183129,False,fixed_high,20,0.07,0.0004924735201391917,False
39,0.6320654400248381,False,fixed_high,20,0.07,0.0004922753073330177,False
40,0.6473394038059063,False,fixed_high,20,0.07,0.0004920872736490945,False
41,0.6597830896829369,False,fixed_high,20,0.07,0.0004919087477584849,False
42,0.6738517828777933,False,fixed_high,20,0.07,0.0004917391070111299,False
43,0.6956656439938219,True,fixed_high,20,0.07,0.0004915777781059671,False
44,0.7084693013799181,True,fixed_high,20,0.07,0.000491424233563531,False
45,0.7181266529152561,True,fixed_high,20,0.07,0.0004912779876113549,False
46,0.7335343266560195,True,fixed_high,20,0.07,0.000491138592298912,False
47,0.75378237634299,True,fixed_high,20,0.07,0.0004910056339878233,False
48,0.7627171305182548,True,fixed_high,20,0.07,0.0004908787302103645,False
49,0.7823561113038562,True,fixed_high,20,0.07,0.0004907575268596365,False
50,0.7982013053778614,True,fixed_high,20,0.07,0.0004906416956734661,False
51,0.8106534677752568,True,fixed_high,20,0.07,0.0004905309319772344,False
52,0.8271076194854559,True,fixed_high,20,0.07,0.0004904249526556159,False
53,0.840622184871831,True,fixed_high,20,0.07,0.0004903234943266054,False
54,0.8548121769107526,True,fixed_high,20,0.07,0.0004902263116951355,False
55,0.8740019950433231,True,fixed_high,20,0.07,0.000490133176066021,False
56,0.8861548469972199,True,fixed_high,20,0.07,0.0004900438739988744,False
57,0.9001780432524669,True,fixed_high,20,0.07,0.0004899582060893471,False
58,0.9182652081205775,True,fixed_high,20,0.07,0.0004898759858635804,False
59,0.9334853254738782,True,fixed_high,20,0.07,0.0004897970387734707,False
60,0.9468441773992582,True,fixed_high,20,0.07,0.000489721201282739,False
61,0.9602890976485167,True,fixed_high,20,0.07,0.0004896483200340195,False
62,0.9810886634418777,True,fixed_high,20,0.07,0.0004895782510894065,False
63,0.992175894167563,True,fixed_high,20,0.07,0.0004895108592364195,False
64,1.0074258460082648,True,fixed_high,20,0.07,0.0004894460173534843,False
65,1.0197829910812746,True,fixed_high,20,0.07,0.0004893836058290524,False
66,1.0264065928548927,True,fixed_high,20,0.07,5.4426400083301683e-05,False
67,1.0234512614564242,True,fixed_high,20,0.07,6.052987862176229e-06,False
68,1.0273948209087436,True,fixed_high,20,0.07,6.731781268531911e-07,False
69,1.0256011956667863,True,fixed_high,20,0.07,7.486695839942214e-08,False
70,1.0235206821912333,True,fixed_high,20,0.07,8.326267947333932e-09,False
71,1.0245669392949726,True,fixed_high,20,0.07,9.259991273768975e-10,False
72,1.0249838026904188,True,fixed_high,20,0.07,1.0298424335530853e-10,False
73,1.0237624793421047,True,fixed_high,20,0.07,1.1453299419983409e-11,False
74,1.0269890068233758,True,fixed_high,20,0.07,1.2737755294978114e-12,False
75,1.0265063600071704,True,fixed_high,20,0.07,1.4165890682704685e-13,False
76,1.0249089211335751,True,fixed_high,20,0.07,1.5754064719430972e-14,False
77,1.0248291060547676,True,fixed_high,20,0.07,1.7541523789077474e-15,False
78,1.0220727698262253,True,fixed_high,20,0.07,1.942890293094024e-16,False
79,1.0270641752651706,True,fixed_high,20,0.07,0.0,False
80,1.0238314180589925,True,fixed_high,20,0.07,0.0,False
81,1.0233273413090878,True,fixed_high,20,0.07,0.0,False
82,1.0261272987495513,True,fixed_high,20,0.07,0.0,False
