evaluation_index,action,current_strategy,candidate_strategy,reason,utility_current,utility_candidate,lcb_current,lcb_candidate,switched,reason_code,decision_margin,decision_threshold,is_fallback
0,stay,lcb_conservative,adaptive_meta,Stay because there are not enough metric samples for a stable comparison.,,,,,False,insufficient_samples,,0.21000000000000002,True
1,stay,lcb_conservative,adaptive_meta,Stay because there are not enough metric samples for a stable comparison.,,,,,False,insufficient_samples,,0.21000000000000002,True
2,stay,lcb_conservative,adaptive_meta,Stay because there are not enough metric samples for a stable comparison.,,,,,False,insufficient_samples,,0.21000000000000002,True
3,stay,lcb_conservative,adaptive_meta,Stay because there are not enough metric samples for a stable comparison.,,,,,False,insufficient_samples,,0.21000000000000002,True
4,stay,lcb_conservative,adaptive_meta,Stay because there are not enough metric samples for a stable comparison.,,,,,False,insufficient_samples,,0.21000000000000002,True
5,stay,lcb_conservative,adaptive_meta,Stay because there are not enough metric samples for a stable comparison.,,,,,False,insufficient_samples,,0.21000000000000002,True
6,stay,lcb_conservative,adaptive_meta,Stay because there are not enough metric samples for a stable comparison.,,,,,False,insufficient_samples,,0.21000000000000002,True
7,stay,lcb_conservative,adaptive_meta,Stay because there are not enough metric samples for a stable comparison.,,,,,False,insufficient_samples,,0.21000000000000002,True
8,stay,lcb_conservative,adaptive_meta,Stay because there are not enough metric samples for a stable comparison.,,,,,False,insufficient_samples,,0.21000000000000002,True
9,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0978, threshold=0.2100.",0.95179463873815,0.8538559639455287,0.9475240444271308,0.8497458643900989,False,no_candidate_improvement,-0.09777818003703187,0.21000000000000002,False
10,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.953673787654232,0.8556739473369606,0.9475749289489717,0.8495752315054478,False,no_candidate_improvement,-0.09799969744352388,0.21000000000000002,False
11,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.955419655438179,0.8574196558999816,0.9469424647891855,0.8489424655066231,False,no_candidate_improvement,-0.09799999928256242,0.21000000000000002,False
12,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.9569043771193136,0.8589043771206267,0.9470659564936432,0.8490659564956663,False,no_candidate_improvement,-0.09799999999797693,0.21000000000000002,False
13,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.9576237053957831,0.8596237053957868,0.9477113118227092,0.8497113118227142,False,no_candidate_improvement,-0.09799999999999498,0.21000000000000002,False
14,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.958191576504797,0.8601915765047972,0.9481946611989243,0.8501946611989244,False,no_candidate_improvement,-0.09799999999999986,0.21000000000000002,False
15,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.9598543125805538,0.8618543125805539,0.9493190074558583,0.8513190074558584,False,no_candidate_improvement,-0.09799999999999986,0.21000000000000002,False
16,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.9618806483141897,0.8638806483141896,0.951614092347472,0.8536140923474719,False,no_candidate_improvement,-0.09800000000000009,0.21000000000000002,False
17,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.9640994069955402,0.8660994069955403,0.955568578187409,0.8575685781874092,False,no_candidate_improvement,-0.09799999999999986,0.21000000000000002,False
18,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.965792485262811,0.8677924852628112,0.9594469255113462,0.8614469255113464,False,no_candidate_improvement,-0.09799999999999986,0.21000000000000002,False
19,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.9673901359769914,0.8693901359769916,0.9625236771462815,0.8645236771462816,False,no_candidate_improvement,-0.09799999999999986,0.21000000000000002,False
20,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.9686206072748738,0.8706206072748737,0.9625024334351351,0.864502433435135,False,no_candidate_improvement,-0.09800000000000009,0.21000000000000002,False
21,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.9692017523632037,0.8712017523632036,0.9626631202072313,0.8646631202072312,False,no_candidate_improvement,-0.09800000000000009,0.21000000000000002,False
